dataset_number,physics_short,e-tag,crossSection_pb,genFiltEff,kFactor,nEvents,totalWeight,scaledWeight,process,generator,keywords,description,job_path,,,,,,,,,,,,,,,,,,,scaledWeights = crossSection_pb*
392964,MGPy8EG_A14N23LO_SlepSlep_direct_500p0_300p0_2L8,e5185,0.001796,6.75E-01,1,10000,10772.83562,1.31E-03,pp>slepton slepton,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.210)+EvtGen(v1.2.0),"['slepton', 'susy']","SUSY Slepton (500 GeV) decaying to neutralino (300 GeV), dilepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392964.MGPy8EG_A14N23LO_SlepSlep_direct_500p0_300p0_2L8.py,,,,,,,,,,,,,,,,,,,
392982,MGPy8EG_A14N23LO_SlepSlep_direct_600p0_1p0_2L8,e5618,0.00067895,6.85E-01,1,10000,10448.25149,4.86E-04,pp>slepton slepton,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.212)+EvtGen(v1.2.0),"['slepton', 'susy']","SUSY Slepton (600 GeV) decaying to neutralino (1 GeV), dilepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392982.MGPy8EG_A14N23LO_SlepSlep_direct_600p0_1p0_2L8.py,,,,,,,,,,,,,,,,,,,
392985,MGPy8EG_A14N23LO_SlepSlep_direct_600p0_300p0_2L8,e5618,0.00067915,6.84E-01,1,10000,10457.57032,4.86E-04,pp>slepton slepton,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.212)+EvtGen(v1.2.0),"['slepton', 'susy']","SUSY Slepton (600 GeV) decaying to neutralino (300 GeV), dilepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392985.MGPy8EG_A14N23LO_SlepSlep_direct_600p0_300p0_2L8.py,,,,,,,,,,,,,,,,,,,
392996,MGPy8EG_A14N23LO_SlepSlep_direct_700p0_1p0_2L8,e5618,0.0002983,6.86E-01,1,10000,10367.23382,2.12E-04,pp>slepton slepton,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.212)+EvtGen(v1.2.0),"['slepton', 'susy']","SUSY Slepton (700 GeV) decaying to neutralino (1 GeV), dilepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392996.MGPy8EG_A14N23LO_SlepSlep_direct_700p0_1p0_2L8.py,,,,,,,,,,,,,,,,,,,
392999,MGPy8EG_A14N23LO_SlepSlep_direct_700p0_300p0_2L8,e5618,0.0002983,6.87E-01,1,10000,10370.19942,2.13E-04,pp>slepton slepton,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.212)+EvtGen(v1.2.0),"['slepton', 'susy']","SUSY Slepton (700 GeV) decaying to neutralino (300 GeV), dilepton filter",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392999.MGPy8EG_A14N23LO_SlepSlep_direct_700p0_300p0_2L8.py,,,,,,,,,,,,,,,,,,,
410000,PowhegPythiaEvtGen_P2012_ttbar_hdamp172p5_nonallhad,e4398,695.95,5.45E-01,1,49386600,4938660,3.79E+01,pp>tt,Powheg(v2_r3026)+Pythia(v6.428)+EvtGen(v1.2.0)+Tauola(v27feb06),"['SM', 'lepton', 'top', 'ttbar']","POWHEG+Pythia6 ttbar production with Powheg hdamp equal top mass, Perugia 2012 tune, at least one lepton filter'",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410000.PowhegPythiaEvtGen_P2012_ttbar_hdamp172p5_nonallhad.py,,,,,,,,,,,,,,,,,,,
410011,PowhegPythiaEvtGen_P2012_singletop_tchan_lept_top,e3824,43.739,1.00E+00,1.009442374,4986200,0.218165149,1.93E-06,pp>tb,Powheg+Pythia(v6.428)+EvtGen(v1.2.0),"['SM', 'lepton', 'top']",POWHEG+Pythia6 t-channel single top production (2->3) (top) with Perugia 2012 tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410011.PowhegPythiaEvtGen_P2012_singletop_tchan_lept_top.py,,,,,,,,,,,,,,,,,,,
410012,PowhegPythiaEvtGen_P2012_singletop_tchan_lept_antitop,e3824,25.778,1.00E+00,1.019318799,4989800,0.128694693,6.78E-07,pp>tb,Powheg+Pythia(v6.428)+EvtGen(v1.2.0),"['SM', 'lepton', 'top']",POWHEG+Pythia6 t-channel single top production (2->3) (antitop) with Perugia 2012 tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410012.PowhegPythiaEvtGen_P2012_singletop_tchan_lept_antitop.py,,,,,,,,,,,,,,,,,,,
410013,PowhegPythiaEvtGen_P2012_Wt_inclusive_top,e3753,34.009,1.00E+00,1.054,4985800,4985800,3.58E+01,pp>Wt,Powheg(v1_r2856)+Pythia(v6.428)+EvtGen(v1.2.0)+Tauola(v27feb06)+Photos,"['SM', 'Wt', 'inclusive', 'singleTop', 'top']","POWHEG+Pythia6 Wt production (top), inclusive, with CT10 and Perugia2012 tune'",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410013.PowhegPythiaEvtGen_P2012_Wt_inclusive_top.py,,,,,,,,,,,,,,,,,,,
410014,PowhegPythiaEvtGen_P2012_Wt_inclusive_antitop,e3753,33.989,1.00E+00,1.054,4985600,4985600,3.58E+01,pp>Wt,Powheg(v1_r2856)+Pythia(v6.428)+EvtGen(v1.2.0)+Tauola(v27feb06)+Photos,"['SM', 'Wt', 'inclusive', 'singleTop', 'top']","POWHEG+Pythia6 Wt production (antitop), inclusive, with CT10 and Perugia2012 tune'",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410014.PowhegPythiaEvtGen_P2012_Wt_inclusive_antitop.py,,,,,,,,,,,,,,,,,,,
410025,PowhegPythiaEvtGen_P2012_SingleTopSchan_noAllHad_top,e3998,2.0513,1.00E+00,1.0047821,997800,0.002048568,4.23E-09,pp>tb,Powheg(v1_r2819)+Pythia(v6.428)+EvtGen(v1.2.0)+Tauola(v27feb06)+Photos,"['sChannel', 'singleTop', 'top']","POWHEG+Pythia6 single-top s-channel production (top), inclusive, with CT10 and Perugia2012 tune'",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410025.PowhegPythiaEvtGen_P2012_SingleTopSchan_noAllHad_top.py,,,,,,,,,,,,,,,,,,,
410026,PowhegPythiaEvtGen_P2012_SingleTopSchan_noAllHad_antitop,e3998,1.2615,1.00E+00,1.02153151,220000,0.00027783,1.63E-09,pp>tb,Powheg(v1_r2819)+Pythia(v6.428)+EvtGen(v1.2.0),"['sChannel', 'singleTop', 'top']","POWHEG+Pythia6 single-top s-channel production (anti-top), inclusive, with CT10 and Perugia2012 tune'",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410026.PowhegPythiaEvtGen_P2012_SingleTopSchan_noAllHad_antitop.py,,,,,,,,,,,,,,,,,,,
410155,aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttW,e5070,0.54822,1,1.096,,4075279.754,#DIV/0!,pp>ttW,MadGraph5_aMC@NLO(v2.3.3.p0)+Pythia8(v8.210)+EvtGen(v1.2.0),"['sm', 'ttw']",aMcAtNlo ttW,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410155.aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttW.py,,,,,,,,,,,,,,,,,,,
410218,aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttee,e5070,0.036864,1,1.12,,51968.93846,#DIV/0!,pp>tt+ee,MadGraph5_aMC@NLO(v2.3.3.p0)+Pythia8(v8.210)+EvtGen(v1.2.0),"['2lepton', 'sm', 'ttz']",aMcAtNlo ttee,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410218.aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttee.py,,,,,,,,,,,,,,,,,,,
410219,aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttmumu,e5070,0.036865,1,1.12,,52007.53113,#DIV/0!,pp>tt+mumu,MadGraph5_aMC@NLO(v2.3.3.p0)+Pythia8(v8.210)+EvtGen(v1.2.0),"['2lepton', 'sm', 'ttz']",aMcAtNlo ttmumu,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410219.aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttmumu.py,,,,,,,,,,,,,,,,,,,
